address;data0;data1;data2;data3;data4;data5;data6;data7;time
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:57
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:57
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:57
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:57
18FE1585;7D;7D;00;94;01;00;00;1C;2024-09-06 14:29:57
18FE1383;7D;7D;00;95;01;00;00;1D;2024-09-06 14:29:57
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:57
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:57
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:57
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:57
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:57
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:57
18FE1484;7D;7D;00;94;01;00;00;1C;2024-09-06 14:29:57
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:57
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:57
18FE1282;7D;7D;00;93;01;00;00;1E;2024-09-06 14:29:57
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:57
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:57
18FE0128;03;00;01;00;00;00;03;43;2024-09-06 14:29:57
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:57
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:57
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:57
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:57
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:57
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:57
0CFDCC03;FF;FF;FA;FF;FF;CF;FF;FF;2024-09-06 14:29:57
18A72803;F0;FF;FF;FF;FF;FF;FF;FF;2024-09-06 14:29:57
18F00503;7D;FF;FF;7D;FF;FF;FF;FF;2024-09-06 14:29:57
18FE4A03;FF;DF;00;7D;01;0F;C0;FF;2024-09-06 14:29:57
18FEF103;F7;00;00;00;FF;FF;1F;FF;2024-09-06 14:29:57
1CFFA103;22;22;CF;FF;FF;FF;FF;FF;2024-09-06 14:29:57
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:57
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:57
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1585;7D;7D;00;94;01;00;00;1C;2024-09-06 14:29:58
18FE1383;7D;7D;00;95;01;00;00;1D;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1484;7D;7D;00;93;01;00;00;1C;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1282;7D;7D;00;93;01;00;00;1E;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE0128;03;00;01;00;00;00;03;43;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0CFDCC03;FF;FF;FA;FF;FF;CF;FF;FF;2024-09-06 14:29:58
18A72803;F0;FF;FF;FF;FF;FF;FF;FF;2024-09-06 14:29:58
18F00503;7D;FF;FF;7D;FF;FF;FF;FF;2024-09-06 14:29:58
18FE4A03;FF;DF;00;7D;01;0F;C0;FF;2024-09-06 14:29:58
18FEF103;F7;00;00;00;FF;FF;1F;FF;2024-09-06 14:29:58
1CFFA103;22;22;CF;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1585;7D;7D;00;94;01;00;00;1C;2024-09-06 14:29:58
18FE1383;7D;7D;00;95;01;00;00;1D;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1484;7D;7D;00;94;01;00;00;1C;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1282;7D;7D;00;93;01;00;00;1E;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE0128;03;00;01;00;00;00;03;43;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FECA84;10;FF;63;02;09;00;0B;84;2024-09-06 14:29:58
18FECA84;04;FF;66;02;02;00;11;84;2024-09-06 14:29:58
18FECA84;00;FD;66;02;11;00;17;84;2024-09-06 14:29:58
18FECA85;10;FF;63;02;09;00;0B;85;2024-09-06 14:29:58
18FECA85;04;FF;66;02;02;00;11;85;2024-09-06 14:29:58
18FECA85;00;FD;66;02;11;00;17;85;2024-09-06 14:29:58
18FECA82;10;FF;63;02;09;00;0B;82;2024-09-06 14:29:58
18FECA82;04;FF;66;02;02;00;11;82;2024-09-06 14:29:58
18FECA82;00;FD;66;02;11;00;17;82;2024-09-06 14:29:58
18FECA83;10;FF;63;02;09;00;0B;83;2024-09-06 14:29:58
18FECA83;04;FF;66;02;02;00;11;83;2024-09-06 14:29:58
18FECA83;00;FD;66;02;11;00;17;83;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0CFDCC03;FF;FF;FA;FF;FF;CF;FF;FF;2024-09-06 14:29:58
18A72803;F0;FF;FF;FF;FF;FF;FF;FF;2024-09-06 14:29:58
18F00503;7D;FF;FF;7D;FF;FF;FF;FF;2024-09-06 14:29:58
18FE4A03;FF;DF;00;7D;01;0F;C0;FF;2024-09-06 14:29:58
18FEF103;F7;00;00;00;FF;FF;1F;FF;2024-09-06 14:29:58
1CFFA103;22;22;CF;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1585;7D;7D;00;94;01;00;00;1C;2024-09-06 14:29:58
18FE1383;7D;7D;00;95;01;00;00;1D;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1484;7D;7D;00;94;01;00;00;1C;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1282;7D;7D;00;93;01;00;00;1E;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE0128;03;00;01;00;00;00;03;43;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FCDC03;FF;FF;FF;FF;00;00;FF;FF;2024-09-06 14:29:58
18FD9503;CC;FF;FF;FF;FF;FF;FF;FF;2024-09-06 14:29:58
18FECA03;04;FF;40;EF;FF;01;FF;FF;2024-09-06 14:29:58
18FEF803;FF;FF;FF;00;6C;25;FF;FF;2024-09-06 14:29:58
18FEFA03;FF;FF;FF;F1;FF;FF;FF;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0CFDCC03;FF;FF;FA;FF;FF;CF;FF;FF;2024-09-06 14:29:58
18A72803;F0;FF;FF;FF;FF;FF;FF;FF;2024-09-06 14:29:58
18F00503;7D;FF;FF;7D;FF;FF;FF;FF;2024-09-06 14:29:58
18FE4A03;FF;DF;00;7D;01;0F;C0;FF;2024-09-06 14:29:58
18FEF103;F7;00;00;00;FF;FF;1F;FF;2024-09-06 14:29:58
1CFFA103;22;22;CF;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1585;7D;7D;00;94;01;00;00;1C;2024-09-06 14:29:58
18FE1383;7D;7D;00;95;01;00;00;1D;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1484;7D;7D;00;94;01;00;00;1C;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1282;7D;7D;00;93;01;00;00;1E;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE0128;03;00;01;00;00;00;03;43;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0CFDCC03;FF;FF;FA;FF;FF;CF;FF;FF;2024-09-06 14:29:58
18A72803;F0;FF;FF;FF;FF;FF;FF;FF;2024-09-06 14:29:58
18F00503;7D;FF;FF;7D;FF;FF;FF;FF;2024-09-06 14:29:58
18FE4A03;FF;DF;00;7D;01;0F;C0;FF;2024-09-06 14:29:58
18FEF103;F7;00;00;00;FF;FF;1F;FF;2024-09-06 14:29:58
1CFFA103;22;22;CF;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1585;7D;7D;00;93;01;00;00;1C;2024-09-06 14:29:58
18FE1383;7D;7D;00;95;01;00;00;1D;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1484;7D;7D;00;93;01;00;00;1C;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1282;7D;7D;00;93;01;00;00;1E;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE0128;03;00;01;00;00;00;03;43;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0CFDCC03;FF;FF;FA;FF;FF;CF;FF;FF;2024-09-06 14:29:58
18A72803;F0;FF;FF;FF;FF;FF;FF;FF;2024-09-06 14:29:58
18F00503;7D;FF;FF;7D;FF;FF;FF;FF;2024-09-06 14:29:58
18FE4A03;FF;DF;00;7D;01;0F;C0;FF;2024-09-06 14:29:58
18FEF103;F7;00;00;00;FF;FF;1F;FF;2024-09-06 14:29:58
1CFFA103;22;22;CF;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1585;7D;7D;00;94;01;00;00;1C;2024-09-06 14:29:58
18FE1383;7D;7D;00;95;01;00;00;1D;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1484;7D;7D;00;94;01;00;00;1C;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1282;7D;7D;00;93;01;00;00;1E;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE0128;03;00;01;00;00;00;03;43;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0CFDCC03;FF;FF;FA;FF;FF;CF;FF;FF;2024-09-06 14:29:58
18A72803;F0;FF;FF;FF;FF;FF;FF;FF;2024-09-06 14:29:58
18F00503;7D;FF;FF;7D;FF;FF;FF;FF;2024-09-06 14:29:58
18FE4A03;FF;DF;00;7D;01;0F;C0;FF;2024-09-06 14:29:58
18FEF103;F7;00;00;00;FF;FF;1F;FF;2024-09-06 14:29:58
1CFFA103;22;22;CF;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1585;7D;7D;00;94;01;00;00;1C;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1383;7D;7D;00;95;01;00;00;1D;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18D0FF3B;FA;FF;FF;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CFFA03B;FF;FF;FF;FF;FF;FF;FF;FF;2024-09-06 14:29:58
1CFFA103;22;22;CF;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1484;7D;7D;00;94;01;00;00;1C;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1282;7D;7D;00;93;01;00;00;1E;2024-09-06 14:29:58
18FE0128;03;00;01;00;00;00;03;43;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0CFDCC03;FF;FF;FA;FF;FF;CF;FF;FF;2024-09-06 14:29:58
18A72803;F0;FF;FF;FF;FF;FF;FF;FF;2024-09-06 14:29:58
18F00503;7D;FF;FF;7D;FF;FF;FF;FF;2024-09-06 14:29:58
18FE4A03;FF;DF;00;7D;01;0F;C0;FF;2024-09-06 14:29:58
18FEF103;F7;00;00;00;FF;FF;1F;FF;2024-09-06 14:29:58
1CFFA103;22;22;CF;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1585;7D;7D;00;93;01;00;00;1C;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1383;7D;7D;00;95;01;00;00;1D;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1484;7D;7D;00;94;01;00;00;1C;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1282;7D;7D;00;93;01;00;00;1E;2024-09-06 14:29:58
18FE0128;03;00;01;00;00;00;03;43;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0CFDCC03;FF;FF;FA;FF;FF;CF;FF;FF;2024-09-06 14:29:58
18A72803;F0;FF;FF;FF;FF;FF;FF;FF;2024-09-06 14:29:58
18F00503;7D;FF;FF;7D;FF;FF;FF;FF;2024-09-06 14:29:58
18FE4A03;FF;DF;00;7D;01;0F;C0;FF;2024-09-06 14:29:58
18FEF103;F7;00;00;00;FF;FF;1F;FF;2024-09-06 14:29:58
1CFFA103;22;22;CF;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1585;7D;7D;00;94;01;00;00;1C;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1383;7D;7D;00;95;01;00;00;1C;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1484;7D;7D;00;94;01;00;00;1C;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1282;7D;7D;00;93;01;00;00;1E;2024-09-06 14:29:58
18FE0128;03;00;01;00;00;00;03;43;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0CFDCC03;FF;FF;FA;FF;FF;CF;FF;FF;2024-09-06 14:29:58
18A72803;F0;FF;FF;FF;FF;FF;FF;FF;2024-09-06 14:29:58
18F00503;7D;FF;FF;7D;FF;FF;FF;FF;2024-09-06 14:29:58
18FE4A03;FF;DF;00;7D;01;0F;C0;FF;2024-09-06 14:29:58
18FEF103;F7;00;00;00;FF;FF;1F;FF;2024-09-06 14:29:58
1CFFA103;22;22;CF;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1585;7D;7D;00;94;01;00;00;1C;2024-09-06 14:29:58
18FE1383;7D;7D;00;96;01;00;00;1D;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1484;7D;7D;00;94;01;00;00;1C;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
18FE1282;7D;7D;00;93;01;00;00;1E;2024-09-06 14:29:58
18FE0128;03;00;01;00;00;00;03;43;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
0CF00203;CC;00;00;FF;FF;00;00;FF;2024-09-06 14:29:58
0C000003;F0;B0;13;FF;FF;FF;FF;FF;2024-09-06 14:29:58
